33,14,0.42424242424242425,48.4704,8.9687,Rottenburg-Kiebingen,Baden-Württemberg,S
92,39,0.42391304347826086,49.5058,11.5142,Pommelsbrunn,Bayern,S
45,19,0.4222222222222222,51.088,12.9328,Geringswalde-Altgeringswalde,Sachsen,O
45,19,0.4222222222222222,52.9738,12.1115,Schrepkow,Brandenburg,O
45,19,0.4222222222222222,51.2121,12.0835,Lützen-Poserna,Sachsen-Anhalt,O
64,27,0.421875,51.7576,10.8512,Oberharz am Brocken-Rübeland,Sachsen-Anhalt,O
64,27,0.421875,50.0663,9.3458,Heinrichsthal,Bayern,S
64,27,0.421875,49.3283,7.3561,Homburg/Saar,Saarland,W
64,27,0.421875,51.8619,9.9395,Einbeck-Greene,Niedersachsen,N
64,27,0.421875,49.4856,11.7869,Sulzbach-Rosenberg,Bayern,S
83,35,0.42168674698795183,49.9183,10.4675,Michelau/Unterfranken-Neuhausen,Bayern,S
19,8,0.42105263157894735,51.024,13.7737,Dresden-Strehlen,Sachsen,O
57,24,0.42105263157894735,53.7223,10.4893,Steinhorst,Schleswig-Holstein,N
19,8,0.42105263157894735,50.2285,9.1064,Mittel-Gründau,Hessen,W
19,8,0.42105263157894735,49.8809,8.6779,Darmstadt,Hessen,W
57,24,0.42105263157894735,50.5291,10.8959,Schönbrunn-Oberneubrunn,Thüringen,O
31,13,0.41935483870967744,53.7276,9.9071,Quickborn (Kurzer Kamp),Schleswig-Holstein,N
74,31,0.4189189189189189,48.031,12.5396,Trostberg,Bayern,S
55,23,0.41818181818181815,51.2131,7.6359,Lüdenscheid (Zeppelin-Gymnasium),Nordrhein-Westfalen,W
79,33,0.4177215189873418,51.3612,8.7673,Diemelsee-Rhenegge,Hessen,W
12,5,0.4166666666666667,47.8843,12.5404,Chieming,Bayern,S
72,30,0.4166666666666667,54.2181,9.0853,Weddingstedt,Schleswig-Holstein,N
12,5,0.4166666666666667,49.8808,10.8695,Bamberg-Altenburg,Bayern,S
12,5,0.4166666666666667,49.7505,11.189,Pretzfeld-Hagenbach,Bayern,S
108,45,0.4166666666666667,53.1983,13.1515,Fürstenberg/Havel,Brandenburg,O
36,15,0.4166666666666667,50.0946,8.7546,Offenbach/M. (Stadt),Hessen,W
36,15,0.4166666666666667,54.3095,12.9244,Niepars,Mecklenburg-Vorpommern,O
65,27,0.4153846153846154,53.5322,7.8806,Jever,Niedersachsen,N
65,27,0.4153846153846154,50.8016,11.9054,Lederhose,Thüringen,O
53,22,0.41509433962264153,48.8275,12.5598,Straubing,Bayern,S
53,22,0.41509433962264153,51.4789,7.2697,Bochum,Nordrhein-Westfalen,W
53,22,0.41509433962264153,50.1015,6.8009,Manderscheid-Sonnenhof,Rheinland-Pfalz,W
82,34,0.4146341463414634,49.4522,8.9058,Hirschhorn (Neckar),Hessen,W
82,34,0.4146341463414634,51.2129,8.2672,Schmallenberg-Sellinghausen,Nordrhein-Westfalen,W
