2,1,0.5,48.6703,7.9939,Rheinau-Memprechtshofen,Baden-Württemberg,S,131.0,19580101,20150422
3,2,0.6666666666666666,51.8189,9.8871,Einbeck,Niedersachsen,N,123.0,19510101,19891130
16,10,0.625,53.6332,9.9881,Hamburg-Fuhlsbüttel,Hamburg,N,11.0,18910101,20150422
10,5,0.5,49.357,8.1405,Neustadt/Weinstraße,Rheinland-Pfalz,W,163.0,19510101,19821231
2,1,0.5,54.8086,9.4182,Flensburg,Schleswig-Holstein,N,45.0,19850701,20061231
3,1,0.3333333333333333,53.4777,9.8957,Hamburg-Neuwiedenthal,Hamburg,N,3.0,19620501,20150422
4,2,0.5,49.0817,9.6868,Schwäbisch Hall-Bibersfeld,Baden-Württemberg,S,349.0,19830401,20010731
3,2,0.6666666666666666,53.5468,9.9664,Hamburg-Sankt Pauli,Hamburg,N,35.0,19560101,20000229
5,2,0.4,51.4943,6.2463,Geldern-Walbeck,Nordrhein-Westfalen,W,37.0,19631001,20150422
3,2,0.6666666666666666,53.5853,10.1293,Hamburg-Wandsbek,Hamburg,N,18.0,19510101,20061231
3,1,0.3333333333333333,53.1018,8.2516,Oldenburg (A),Niedersachsen,N,5.0,19470101,19890930
5,2,0.4,49.3278,12.0871,Schwandorf,Bayern,S,356.0,19510101,20150422
16,8,0.5,49.6663,12.1845,Weiden,Bayern,S,440.0,19470101,20150422
2,1,0.5,48.9895,10.1312,Ellwangen-Rindelbach,Baden-Württemberg,S,460.0,19410101,20150422
8,6,0.75,50.7055,7.1467,Bonn-Friesdorf,Nordrhein-Westfalen,W,62.0,19321001,19990301
22,12,0.5454545454545454,50.7827,6.0941,Aachen,Nordrhein-Westfalen,W,202.0,18910101,20110331
26,17,0.6538461538461539,52.4578,13.3101,Berlin-Dahlem (FU),Berlin,O,51.0,19500101,20150422
12,8,0.6666666666666666,48.4025,11.6946,Weihenstephan-Dürnast,Bayern,S,477.0,19310101,20150422
15,6,0.4,51.9494,7.5906,Münster,Nordrhein-Westfalen,W,62.0,18910101,19911231
6,4,0.6666666666666666,52.4644,9.6779,Hannover,Niedersachsen,N,55.0,19360101,20150422
4,2,0.5,48.5121,9.7645,Merklingen,Baden-Württemberg,S,685.0,19490101,20150422
5,4,0.8,52.2553,8.0534,Osnabrück,Niedersachsen,N,95.0,19520201,20101130
3,2,0.6666666666666666,47.9558,7.7134,Schallstadt-Mengen,Baden-Württemberg,S,212.0,19470101,20041231
5,3,0.6,50.026,8.5215,Frankfurt/Main,Hessen,W,100.0,19490101,20150422
14,9,0.6428571428571429,52.5181,7.3081,Lingen,Niedersachsen,N,22.0,19510101,20150422
6,2,0.3333333333333333,50.1213,8.6601,Frankfurt/Main (Feldbergstr.),Hessen,W,109.0,18700101,19611130
4,3,0.75,51.7855,8.8388,"Lippspringe, Bad",Nordrhein-Westfalen,W,157.0,19510101,20150422
7,5,0.7142857142857143,54.5166,9.142,Schwesing,Schleswig-Holstein,N,37.0,19740701,19991130
