1292,19670101,20060430,470.0,49.7522,11.8222,Eschenbach/Oberpfalz,Bayern,S
1297,19470901,20150422,170.0,51.1834,10.0638,Eschwege,Hessen,W
1299,19790901,19991031,3.0,53.6476,7.6085,Esens,Niedersachsen,N
1300,19380101,20150422,351.0,51.254,8.1563,Eslohe,Nordrhein-Westfalen,W
1303,19350101,20150422,150.0,51.404,6.9676,Essen-Bredeney,Nordrhein-Westfalen,W
1327,19370101,20150422,146.0,50.7119,6.791,Weilerswist-Lommersum,Nordrhein-Westfalen,W
1329,19360101,20031231,50.0,54.134,10.5865,Eutin,Schleswig-Holstein,N
1332,19660701,20150422,472.0,48.4832,12.724,"Falkenberg,Kr.Rottal-Inn",Bayern,S
1339,20000701,20150422,73.0,52.9157,10.1885,Faßberg,Niedersachsen,N
1341,20081201,20110928,0.0,54.6,11.15,Fehmarnbelt,Schleswig-Holstein,N
1345,19470301,19621231,92.0,53.3346,13.4371,Feldberg,Mecklenburg-Vorpommern,O
1346,19450101,20150422,1490.0,47.8749,8.0038,Feldberg/Schwarzwald,Baden-Württemberg,S
1357,19480101,20150422,657.0,49.9807,11.8376,Fichtelberg/Oberfranken-Hüttstadl,Bayern,S
1358,19470101,20150422,1213.0,50.4283,12.9535,Fichtelberg,Sachsen,O
1374,19490112,19720430,363.0,50.5049,10.1671,Fladungen-Heufurt,Bayern,S
1378,19850701,20061231,45.0,54.8086,9.4182,Flensburg,Schleswig-Holstein,N
1379,19570101,19850630,41.0,54.7737,9.3752,Flensburg (Schäferhaus),Schleswig-Holstein,N
1380,19410101,19561231,19.0,54.8147,9.458,Flensburg-Mürwik,Schleswig-Holstein,N
1392,19871001,20061231,622.0,49.7317,12.3491,Flossenbürg,Bayern,S
1403,19650401,19801031,260.0,50.0616,9.455,Frammersbach,Bayern,S
1410,19910101,19970331,130.0,51.3512,11.0958,"Frankenhausen/Kyffhäuser, Bad",Thüringen,O
1411,19910101,20150422,745.0,50.5309,10.048,Birx/Rhön,Thüringen,O
1420,19490101,20150422,100.0,50.026,8.5215,Frankfurt/Main,Hessen,W
1421,19611201,19840831,125.0,50.1474,8.6746,Frankfurt/Main (Stadt),Hessen,W
1424,19851101,20150422,124.0,50.1269,8.6694,Frankfurt/Main-Westend,Hessen,W
1425,18700101,19611130,109.0,50.1213,8.6601,Frankfurt/Main (Feldbergstr.),Hessen,W
1426,19470101,19841231,65.0,52.3397,14.508,Frankfurt/Oder,Brandenburg,O
1428,19480101,19571231,230.0,49.2275,8.0585,Frankweiler,Rheinland-Pfalz,W
1440,19710501,20031231,481.0,48.2018,7.9336,Freiamt-Ottoschwanden,Baden-Württemberg,S
1441,19470101,19930430,416.0,50.9263,13.2711,Freiberg,Sachsen,O
1443,19490501,20150422,236.0,48.0233,7.8344,Freiburg,Baden-Württemberg,S
1447,19470101,19850630,255.0,48.013,7.8588,Freiburg im Breisgau-Herdern,Baden-Württemberg,S
1451,19701101,20150422,2.0,53.8278,9.2486,Freiburg/Elbe,Niedersachsen,N
1468,19490101,20150422,797.0,48.4537,8.4091,Freudenstadt,Baden-Württemberg,S
1473,20060101,20150422,436.0,49.1782,11.3736,Freystadt-Oberndorf,Bayern,S
1488,19470101,19721231,523.0,51.6884,11.0394,Friedrichsbrunn,Sachsen-Anhalt,O
1490,19470101,19801130,394.0,47.6452,9.4795,Friedrichshafen,Baden-Württemberg,S
1492,19580101,20031231,852.0,47.7819,7.7348,Malsburg-Marzell-Friedrichsheim,Baden-Württemberg,S
1503,19470201,20150422,6.0,53.0643,7.9022,Friesoythe-Altenoythe,Niedersachsen,N
1504,20000701,20150422,172.0,51.119,9.2799,Fritzlar (Flugplatz),Hessen,W
1513,19470101,19621130,653.0,50.6588,8.1027,Fuchskauten,Rheinland-Pfalz,W
1515,20000702,20030915,519.0,48.2,11.2667,Fürstenfeldbruck,Bayern,S
1522,19470601,19550331,313.0,49.4811,10.964,Fürth/Bayern (A),Bayern,S
1526,19490101,20110425,255.0,50.5335,9.675,Fulda,Hessen,W
1544,19470101,20150422,47.0,52.5129,11.3941,Gardelegen,Sachsen-Anhalt,O
1550,19360101,20150422,719.0,47.4831,11.0623,Garmisch-Partenkirchen,Bayern,S
1552,19951101,19960430,13.0,53.2066,14.3817,Gartz/Oder,Brandenburg,O
1580,19350101,20150422,110.0,49.9859,7.9549,Geisenheim,Hessen,W
1584,20090601,20150422,672.0,47.9241,8.6471,Geisingen,Baden-Württemberg,S
1586,19610701,19680430,610.0,47.8774,12.6279,Traunstein-Geißing,Bayern,S
1587,19980101,20150422,536.0,48.9481,11.4289,Gelbelsee,Bayern,S
1590,19631001,20150422,37.0,51.4943,6.2463,Geldern-Walbeck,Nordrhein-Westfalen,W
1593,19350101,19740430,190.0,50.2027,9.1989,Gelnhausen,Hessen,W
1602,19700101,20150422,176.0,48.4329,7.9931,Ohlsbach,Baden-Württemberg,S
1605,19810101,20150422,35.0,52.3875,12.1601,Genthin,Sachsen-Anhalt,O
1612,19520101,20150422,311.0,50.8813,12.1289,Gera-Leumnitz,Thüringen,O
1617,19520101,20071231,210.0,51.7259,11.1317,Gernrode,Sachsen-Anhalt,O
1619,19560101,20051231,90.0,49.7611,8.4876,Gernsheim,Hessen,W
1621,19490101,19631231,550.0,50.2766,9.9146,Geroda-Platz,Bayern,S
1638,19490101,19840430,158.0,50.591,8.6551,Gießen (Lahntal),Hessen,W
1639,19390101,20150422,203.0,50.6017,8.6439,Gießen/Wettenberg,Hessen,W
1645,19490101,20150422,340.0,50.9656,9.05,Gilserberg-Moischeid,Hessen,W
1666,19930301,20150422,27.0,54.8273,9.5057,Glücksburg-Meierwik,Schleswig-Holstein,N
1667,19480101,20061231,1.0,53.797,9.4295,Glückstadt,Schleswig-Holstein,N
1684,19470101,20150422,238.0,51.1622,14.9506,Görlitz,Sachsen,O
1689,19360101,20040630,443.0,49.7656,11.3061,Gößweinstein,Bayern,S
1691,19470101,20150422,167.0,51.5003,9.9506,Göttingen,Niedersachsen,N
1694,19470101,20150422,58.0,53.606,12.1033,Goldberg,Mecklenburg-Vorpommern,O
1721,19910101,20150422,506.0,49.6639,11.2239,Gräfenberg-Kasberg,Bayern,S
1735,19570501,20150422,628.0,48.7893,13.6291,Grainet-Rehberg,Bayern,S
1736,19510101,20150422,27.0,53.5732,10.6795,Grambek,Schleswig-Holstein,N
1748,19360101,20050331,608.0,50.4788,9.262,Grebenhain-Herchenhain,Hessen,W
1757,18980301,20150422,2.0,54.0967,13.4056,Greifswald,Mecklenburg-Vorpommern,O
